lake,timestamp,download_timestamp,ph,temperature,dissolved_ammonia,cod,bod,dissolved_oxygen,turbidity,conductivity,chloride,nitrate,toc,level,level_2
Varthur Lake,2023-08-21,2023-08-22 01:30:00,6.89,27.4,6.04,495.11,110.26,0.78,35.78,1337.0,228.57,23.15,388.49,1.29,20:30:00
Bellandhur Lake,2023-08-21,2023-08-22 01:30:00,6.25,28.5,167.17,519.45,143.93,0.74,50.05,1157.0,100.4,22.43,784.81,1.3,20:30:00
Agara Lake,2023-08-19 12:30:00,2023-08-22 01:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-21 21:30:00,2023-08-22 02:30:00,6.87,27.2,6.46,502.56,108.85,0.78,35.63,1336.0,232.22,23.74,391.64,1.29,
Bellandhur Lake,2023-08-21 21:30:00,2023-08-22 02:30:00,6.26,28.2,171.69,496.61,137.7,0.74,49.37,1154.0,99.8,22.43,717.85,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 02:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-21 22:30:00,2023-08-22 03:30:00,6.87,27.1,6.55,515.95,110.52,0.78,35.6,1334.0,238.31,24.21,396.79,1.29,
Bellandhur Lake,2023-08-21 22:30:00,2023-08-22 03:30:00,6.25,27.8,177.29,488.7,134.94,0.75,51.1,1147.0,101.1,22.47,695.63,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 03:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-21 23:30:00,2023-08-22 04:30:00,6.83,27.0,7.02,503.31,108.64,0.79,35.65,1334.0,232.47,23.2,392.47,1.29,
Bellandhur Lake,2023-08-21 23:30:00,2023-08-22 04:30:00,6.26,27.5,177.41,489.7,136.11,0.76,48.73,1149.0,98.98,22.43,706.09,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 04:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 00:30:00,2023-08-22 05:30:00,6.82,26.9,7.01,508.56,109.24,0.79,34.37,1333.0,234.9,23.02,396.44,1.29,
Bellandhur Lake,2023-08-22 00:30:00,2023-08-22 05:30:00,6.27,27.2,176.1,491.0,135.06,0.76,49.12,1156.0,99.33,22.46,714.11,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 05:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 01:30:00,2023-08-22 06:30:00,6.8,26.9,7.11,500.95,110.12,0.79,34.41,1334.0,230.33,20.97,396.31,1.29,
Bellandhur Lake,2023-08-22 01:30:00,2023-08-22 06:30:00,6.26,27.0,178.91,476.33,132.12,0.76,51.16,1177.0,100.9,22.47,670.87,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 06:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 02:30:00,2023-08-22 07:30:00,6.82,26.8,7.49,695.59,172.9,0.79,27.85,1332.0,313.16,12.49,489.24,1.29,
Bellandhur Lake,2023-08-22 02:30:00,2023-08-22 07:30:00,6.26,26.8,181.34,491.07,133.05,0.76,52.52,1192.0,102.04,22.45,711.16,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 07:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 03:30:00,2023-08-22 08:30:00,6.85,26.7,6.04,650.5,160.59,0.79,31.16,1331.0,293.92,14.23,465.59,1.29,
Bellandhur Lake,2023-08-22 03:30:00,2023-08-22 08:30:00,6.24,26.7,178.0,497.46,134.87,0.77,50.91,1182.0,100.86,22.45,740.63,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 08:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 04:30:00,2023-08-22 09:30:00,6.88,26.6,4.92,517.74,126.19,0.79,35.03,1331.0,235.02,16.69,407.96,1.29,
Bellandhur Lake,2023-08-22 04:30:00,2023-08-22 09:30:00,6.19,26.6,177.55,476.39,131.76,0.77,47.85,1195.0,98.21,22.47,680.64,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 09:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 05:30:00,2023-08-22 10:30:00,7.27,25.9,2.45,493.15,120.64,0.81,36.71,1329.0,224.08,17.17,394.92,1.29,
Bellandhur Lake,2023-08-22 05:30:00,2023-08-22 10:30:00,6.22,26.6,169.72,477.0,132.66,0.77,46.46,1221.0,97.58,22.46,692.05,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 10:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 06:30:00,2023-08-22 11:30:00,5.04,24.5,2.14,481.71,111.33,8.69,37.04,1329.0,220.47,20.07,387.74,1.29,
Bellandhur Lake,2023-08-22 06:30:00,2023-08-22 11:30:00,6.29,26.6,166.66,629.45,167.06,0.77,72.22,1275.0,119.3,22.41,1100.96,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 11:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 07:30:00,2023-08-22 12:30:00,3.79,25.3,1.63,466.3,107.14,8.98,37.83,1329.0,213.95,19.15,380.98,1.29,
Bellandhur Lake,2023-08-22 07:30:00,2023-08-22 12:30:00,6.37,26.6,162.5,682.41,175.86,0.77,77.05,1351.0,124.13,22.31,1259.55,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 12:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 08:30:00,2023-08-22 13:30:00,3.56,25.8,1.74,479.28,106.17,9.26,36.24,1326.0,220.01,21.41,390.58,1.29,
Bellandhur Lake,2023-08-22 08:30:00,2023-08-22 13:30:00,6.42,26.5,156.16,699.27,185.12,0.77,68.49,1350.0,117.47,22.29,1331.53,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 13:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 09:30:00,2023-08-22 14:30:00,3.53,26.1,1.68,480.95,123.41,9.38,37.84,1325.0,217.83,21.73,391.92,1.29,
Bellandhur Lake,2023-08-22 09:30:00,2023-08-22 14:30:00,6.44,26.5,152.03,699.84,179.94,0.77,69.07,1341.0,117.03,22.27,1350.01,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 14:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 10:30:00,2023-08-22 15:30:00,4.23,26.2,0.96,495.21,109.11,5.98,35.34,1325.0,227.52,24.14,398.11,1.29,
Bellandhur Lake,2023-08-22 10:30:00,2023-08-22 15:30:00,6.44,26.5,159.34,1719.31,-,0.77,4.83,1331.0,49.6,-,4497.92,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 15:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 11:30:00,2023-08-22 16:30:00,7.08,27.2,0.53,474.82,129.2,0.78,38.62,1324.0,213.32,14.22,387.04,1.29,
Bellandhur Lake,2023-08-22 11:30:00,2023-08-22 16:30:00,6.41,26.5,158.28,1596.99,-,0.77,48.57,1275.0,88.54,-,4138.28,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 16:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 12:30:00,2023-08-22 17:30:00,7.02,27.8,0.91,474.9,125.03,0.78,37.67,1325.0,214.55,16.74,384.19,1.29,
Bellandhur Lake,2023-08-22 12:30:00,2023-08-22 17:30:00,6.31,26.8,176.74,1795.89,-,0.76,13.0,1251.0,55.88,-,-,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 17:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 13:30:00,2023-08-22 18:30:00,7.05,28.2,0.88,465.95,125.01,0.77,37.08,1324.0,209.89,16.44,380.11,1.29,
Bellandhur Lake,2023-08-22 13:30:00,2023-08-22 18:30:00,6.34,27.3,176.51,-,-,0.76,-,1257.0,-,-,-,1.3,
Agara Lake,2023-08-19 12:30:00,2023-08-22 18:30:00,6.8,26.5,1.59,148.4,37.1,5.3,53.0,715.0,15.9,16.0,185.5,2.6,
Varthur Lake,2023-08-22 14:30:00,2023-08-22 19:30:00,7.02,28.3,1.01,497.42,105.49,0.77,33.41,1327.0,229.83,24.22,391.43,1.29,
Bellandhur Lake,2023-08-22 14:30:00,2023-08-22 19:30:00,6.36,27.9,182.37,681.12,190.58,0.75,65.26,1290.0,113.22,22.41,1223.91,1.3,
Agara Lake,2023-08-22 14:30:00,2023-08-22 19:30:00,9.01,26.4,0.26,117.18,23.7,3.55,-,931.85,0.5,-,116.22,-,
Varthur Lake,2023-08-22 15:30:00,2023-08-22 20:30:00,6.84,28.4,2.7,497.1,106.11,0.78,33.74,1327.0,229.16,23.15,393.08,1.29,
Bellandhur Lake,2023-08-22 15:30:00,2023-08-22 20:30:00,6.3,28.3,180.55,849.47,223.9,0.75,97.6,1267.0,142.15,22.24,1622.2,1.3,
Agara Lake,2023-08-22 15:29:00,2023-08-22 20:30:00,8.09,27.9,0.2,118.3,23.92,5.01,51.91,930.38,16.56,15.38,116.98,2.43,
Varthur Lake,2023-08-22 16:30:00,2023-08-22 21:30:00,6.8,28.5,4.15,531.4,112.91,0.77,32.23,1326.0,244.73,23.25,410.23,1.29,
Bellandhur Lake,2023-08-22 16:30:00,2023-08-22 21:30:00,6.25,28.6,186.72,-,-,0.74,-,1233.0,-,-,-,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-22 21:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-22 17:30:00,2023-08-22 22:30:00,6.8,28.6,4.97,523.45,110.29,0.77,33.1,1327.0,241.5,23.99,404.01,1.29,
Bellandhur Lake,2023-08-22 17:30:00,2023-08-22 22:30:00,6.24,28.7,177.69,803.14,208.75,0.74,90.58,1205.0,135.87,22.27,1503.76,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-22 22:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-22 18:30:00,2023-08-22 23:30:00,6.78,28.3,6.01,524.58,110.63,0.78,33.87,1325.0,242.26,24.68,401.92,1.29,
Bellandhur Lake,2023-08-22 18:30:00,2023-08-22 23:30:00,6.24,28.8,172.62,583.42,159.5,0.74,57.69,1196.0,106.72,22.4,927.87,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-22 23:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-22 19:30:00,2023-08-23 00:30:00,6.77,27.8,7.01,538.26,115.56,0.78,33.84,1325.0,248.41,24.65,407.91,1.29,
Bellandhur Lake,2023-08-22 19:30:00,2023-08-23 00:30:00,6.25,28.8,171.1,590.48,162.49,0.74,55.59,1193.0,105.59,22.36,949.28,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 00:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-22,2023-08-23 01:30:00,6.77,27.5,7.68,534.02,115.56,0.78,33.75,1325.0,246.13,23.71,406.57,1.29,20:30:00
Bellandhur Lake,2023-08-22,2023-08-23 01:30:00,6.24,28.7,175.77,603.78,163.53,0.74,59.08,1177.0,108.5,22.36,995.03,1.3,20:30:00
Agara Lake,2023-08-22 16:30:00,2023-08-23 01:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-22 21:30:00,2023-08-23 02:30:00,6.77,27.4,8.06,520.54,112.19,0.78,35.5,1324.0,240.28,23.64,400.54,1.29,
Bellandhur Lake,2023-08-22 21:30:00,2023-08-23 02:30:00,6.25,28.4,177.35,617.37,172.69,0.75,57.29,1183.0,107.11,22.38,1026.55,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 02:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-22 22:30:00,2023-08-23 03:30:00,6.77,27.2,8.16,522.39,117.41,0.78,35.02,1324.0,240.09,22.19,404.21,1.29,
Bellandhur Lake,2023-08-22 22:30:00,2023-08-23 03:30:00,6.25,28.0,189.52,597.67,163.97,0.75,53.62,1177.0,103.65,22.34,974.24,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 03:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-22 23:30:00,2023-08-23 04:30:00,6.76,27.1,8.0,537.49,122.22,0.78,34.16,1322.0,246.25,20.93,412.5,1.29,
Bellandhur Lake,2023-08-22 23:30:00,2023-08-23 04:30:00,6.26,27.8,178.11,580.33,158.4,0.75,55.19,1174.0,105.18,22.39,929.22,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 04:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 00:30:00,2023-08-23 05:30:00,6.74,27.1,7.9,556.08,121.43,0.78,33.58,1322.0,255.26,21.26,421.15,1.29,
Bellandhur Lake,2023-08-23 00:30:00,2023-08-23 05:30:00,6.28,27.6,162.04,571.73,160.72,0.76,52.14,1161.0,102.41,22.38,908.0,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 05:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 01:30:00,2023-08-23 06:30:00,6.74,27.0,8.12,545.91,117.98,0.78,34.16,1321.0,251.05,21.37,418.77,1.29,
Bellandhur Lake,2023-08-23 01:30:00,2023-08-23 06:30:00,6.25,27.2,164.0,561.75,158.98,0.76,49.06,1122.0,100.08,22.41,895.78,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 06:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 02:30:00,2023-08-23 07:30:00,6.74,27.0,8.62,520.11,115.05,0.79,35.23,1321.0,238.82,20.72,406.75,1.29,
Bellandhur Lake,2023-08-23 02:30:00,2023-08-23 07:30:00,6.28,26.9,167.5,549.13,156.13,0.76,51.22,1109.0,101.73,22.42,856.96,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 07:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 03:30:00,2023-08-23 08:30:00,6.74,26.9,8.67,528.81,118.95,0.78,34.98,1319.0,242.23,20.53,411.29,1.29,
Bellandhur Lake,2023-08-23 03:30:00,2023-08-23 08:30:00,6.31,26.8,165.22,550.05,153.3,0.77,52.47,1135.0,102.83,22.39,859.13,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 08:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 04:30:00,2023-08-23 09:30:00,6.73,26.7,8.96,523.22,117.11,0.78,34.9,1319.0,239.63,19.59,408.52,1.29,
Bellandhur Lake,2023-08-23 04:30:00,2023-08-23 09:30:00,6.28,26.6,163.45,555.68,155.78,0.77,52.52,1170.0,102.83,22.42,860.78,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 09:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 05:30:00,2023-08-23 10:30:00,6.81,26.5,7.67,518.33,117.66,0.79,35.4,1318.0,237.18,19.99,405.76,1.29,
Bellandhur Lake,2023-08-23 05:30:00,2023-08-23 10:30:00,6.2,26.7,161.04,561.27,157.39,0.77,49.39,1221.0,100.57,22.42,889.52,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 10:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 06:30:00,2023-08-23 11:30:00,7.14,26.2,5.58,496.75,115.1,0.8,36.68,1318.0,227.17,19.3,396.31,1.29,
Bellandhur Lake,2023-08-23 06:30:00,2023-08-23 11:30:00,6.27,26.6,158.93,694.98,187.42,0.77,71.28,1242.0,118.62,22.37,1238.76,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 11:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 07:30:00,2023-08-23 12:30:00,6.26,24.9,0.62,482.2,115.27,7.71,35.47,1317.0,219.67,18.46,389.78,1.29,
Bellandhur Lake,2023-08-23 07:30:00,2023-08-23 12:30:00,6.32,26.6,159.92,774.6,208.27,0.77,78.7,1270.0,125.92,22.28,1431.19,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 12:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 08:30:00,2023-08-23 13:30:00,4.14,24.9,0.47,475.18,112.79,8.84,37.23,1317.0,217.32,19.79,384.63,1.29,
Bellandhur Lake,2023-08-23 08:30:00,2023-08-23 13:30:00,6.38,26.7,152.42,863.6,220.23,0.76,82.35,1347.0,129.88,22.16,1682.92,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 13:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 09:30:00,2023-08-23 14:30:00,4.01,25.2,1.34,473.02,106.13,9.02,37.59,1318.0,217.67,20.88,381.62,1.29,
Bellandhur Lake,2023-08-23 09:30:00,2023-08-23 14:30:00,6.43,26.7,148.69,-,-,0.76,-,1370.0,-,-,-,1.3,
Agara Lake,2023-08-22 16:30:00,2023-08-23 14:30:00,8.1,27.7,1.79,117.11,23.68,5.77,51.38,716.35,16.4,15.22,116.2,2.43,
Varthur Lake,2023-08-23 10:30:00,2023-08-23 15:30:00,4.92,26.0,0.16,469.35,112.94,5.58,37.57,1317.0,214.24,19.33,381.46,1.29,
Bellandhur Lake,2023-08-23 10:30:00,2023-08-23 15:30:00,6.46,26.7,145.19,-,-,0.77,-,1361.0,-,-,-,1.3,
Agara Lake,2023-08-23 10:30:00,2023-08-23 15:30:00,8.09,26.1,1.55,118.79,24.02,3.61,52.12,724.62,16.63,15.44,117.3,2.43,
Varthur Lake,2023-08-23 11:30:00,2023-08-23 16:30:00,7.03,27.0,1.04,478.43,106.33,0.79,36.38,1316.0,220.26,21.17,383.67,1.29,
Bellandhur Lake,2023-08-23 11:30:00,2023-08-23 16:30:00,6.41,26.6,152.15,-,-,0.77,-,1294.0,-,-,-,1.3,
Agara Lake,2023-08-23 11:30:00,2023-08-23 16:30:00,8.1,26.9,1.65,120.59,24.39,5.95,52.93,717.98,16.88,15.68,118.46,2.43,
Varthur Lake,2023-08-23 12:30:00,2023-08-23 17:30:00,6.98,27.7,1.09,481.12,108.74,0.78,35.83,1316.0,221.8,22.09,384.08,1.29,
Bellandhur Lake,2023-08-23 12:30:00,2023-08-23 17:30:00,6.35,26.6,162.27,-,-,0.77,-,1198.0,-,-,-,1.3,
Agara Lake,2023-08-23 12:30:00,2023-08-23 17:30:00,8.11,27.3,1.74,117.78,23.82,6.14,51.69,716.14,16.49,15.31,116.64,2.43,
Varthur Lake,2023-08-23 13:30:00,2023-08-23 18:30:00,6.99,28.2,1.27,489.62,107.01,0.78,34.74,1317.0,225.73,22.55,388.78,1.29,
Bellandhur Lake,2023-08-23 13:30:00,2023-08-23 18:30:00,6.35,27.3,164.42,-,-,0.76,-,1191.0,-,-,-,1.3,
Agara Lake,2023-08-23 13:30:00,2023-08-23 18:30:00,8.1,27.6,1.8,116.76,23.61,6.55,51.24,714.53,16.35,15.18,115.96,2.43,
Varthur Lake,2023-08-23 14:30:00,2023-08-23 19:30:00,6.98,28.7,1.61,510.37,109.82,0.77,33.4,1317.0,235.24,22.4,399.0,1.29,
Bellandhur Lake,2023-08-23 14:30:00,2023-08-23 19:30:00,6.36,28.0,173.2,-,-,0.75,-,1243.0,-,-,-,1.3,
Agara Lake,2023-08-23 14:30:00,2023-08-23 19:30:00,8.1,28.2,1.86,116.78,23.61,7.12,51.24,713.36,16.35,15.18,115.99,2.43,
Varthur Lake,2023-08-23 15:30:00,2023-08-23 20:30:00,6.71,29.0,6.62,493.84,103.34,0.77,32.31,1319.0,227.94,22.62,391.81,1.29,
Bellandhur Lake,2023-08-23 15:30:00,2023-08-23 20:30:00,6.3,28.7,172.21,-,-,0.74,-,1243.0,-,-,-,1.3,
Agara Lake,2023-08-23 15:30:00,2023-08-23 20:30:00,8.1,28.0,1.82,117.46,23.75,5.87,51.54,716.51,16.44,15.27,116.45,2.43,
Varthur Lake,2023-08-23 16:30:00,2023-08-23 21:30:00,6.71,29.1,8.0,497.8,103.78,0.77,31.99,1319.0,229.91,22.16,395.13,1.29,
Bellandhur Lake,2023-08-23 15:45:00,2023-08-23 21:30:00,6.29,28.9,173.5,1825.89,-,0.74,-,1250.0,-,22.3,-,1.3,
Agara Lake,2023-08-23 16:30:00,2023-08-23 21:30:00,8.1,27.7,1.78,116.76,23.61,5.71,51.22,717.51,16.35,15.18,115.98,2.43,
Varthur Lake,2023-08-23 17:30:00,2023-08-23 22:30:00,6.71,29.0,9.41,515.66,104.88,0.77,32.07,1318.0,238.89,24.19,399.81,1.29,
Bellandhur Lake,2023-08-23 17:30:00,2023-08-23 22:30:00,6.24,29.3,170.24,609.82,166.9,0.74,55.17,1227.0,104.44,22.4,974.43,1.3,
Agara Lake,2023-08-23 17:30:00,2023-08-23 22:30:00,8.1,27.5,1.73,116.48,23.55,4.51,51.11,718.87,16.31,15.14,115.77,2.43,
Varthur Lake,2023-08-23 18:30:00,2023-08-23 23:30:00,6.71,28.7,10.22,505.2,104.37,0.77,32.92,1318.0,234.41,24.99,392.78,1.29,
Bellandhur Lake,2023-08-23 18:30:00,2023-08-23 23:30:00,6.24,29.3,167.78,560.59,152.78,0.73,49.29,1204.0,100.19,22.38,859.91,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-23 23:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-23 19:30:00,2023-08-24 00:30:00,6.75,28.2,9.19,486.0,114.18,0.78,35.24,1318.0,221.95,18.76,390.3,1.29,
Bellandhur Lake,2023-08-23 19:30:00,2023-08-24 00:30:00,6.25,29.2,165.57,559.47,153.18,0.74,47.98,1204.0,98.77,22.37,862.66,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 00:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-23,2023-08-24 01:30:00,6.73,27.8,9.33,489.13,105.56,0.78,34.39,1317.0,225.28,20.71,391.72,1.29,20:30:00
Bellandhur Lake,2023-08-23,2023-08-24 01:30:00,6.24,28.9,172.71,547.12,150.76,0.74,46.34,1181.0,96.98,22.42,830.63,1.3,20:30:00
Agara Lake,2023-08-23 18:00:00,2023-08-24 01:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-23 21:30:00,2023-08-24 02:30:00,6.7,27.5,9.37,510.84,108.71,0.78,32.87,1317.0,235.57,21.69,399.46,1.29,
Bellandhur Lake,2023-08-23 21:30:00,2023-08-24 02:30:00,6.26,28.5,174.42,558.81,151.63,0.75,46.18,1202.0,97.53,22.33,865.36,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 02:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-23 22:30:00,2023-08-24 03:30:00,6.7,27.4,9.94,514.78,108.82,0.78,33.84,1316.0,237.61,22.39,400.76,1.29,
Bellandhur Lake,2023-08-23 22:30:00,2023-08-24 03:30:00,6.27,28.2,174.1,552.38,152.66,0.75,52.93,1196.0,102.35,22.41,846.07,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 03:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-23 23:30:00,2023-08-24 04:30:00,6.67,27.3,10.81,564.33,121.74,0.78,32.37,1316.0,260.11,23.23,421.59,1.29,
Bellandhur Lake,2023-08-23 23:30:00,2023-08-24 04:30:00,6.27,27.8,175.0,557.19,154.47,0.75,46.75,1179.0,97.34,22.38,861.9,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 04:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 00:30:00,2023-08-24 05:30:00,6.64,27.2,11.5,576.29,124.4,0.78,33.08,1316.0,265.29,22.34,428.87,1.29,
Bellandhur Lake,2023-08-24 00:30:00,2023-08-24 05:30:00,6.27,27.5,178.75,543.71,151.54,0.76,49.36,1173.0,99.79,22.43,828.98,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 05:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 01:30:00,2023-08-24 06:30:00,6.68,27.2,11.86,675.68,155.89,0.78,27.05,1316.0,306.73,15.68,482.3,1.29,
Bellandhur Lake,2023-08-24 01:30:00,2023-08-24 06:30:00,6.28,27.3,175.53,802.34,219.02,0.76,88.22,1184.0,134.9,22.31,1514.45,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 06:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 02:30:00,2023-08-24 07:30:00,6.73,27.1,10.71,703.85,169.89,0.78,26.89,1315.0,316.99,10.75,495.05,1.29,
Bellandhur Lake,2023-08-24 02:30:00,2023-08-24 07:30:00,6.3,27.1,166.99,998.43,272.73,0.76,108.86,1148.0,154.53,22.13,1972.94,1.3,
Agara Lake,2023-08-23 18:00:00,2023-08-24 07:30:00,8.09,27.6,1.71,118.31,23.92,4.37,51.91,722.1,16.56,15.38,117.01,2.43,
Varthur Lake,2023-08-24 03:30:00,2023-08-24 08:30:00,6.74,26.9,8.9,726.31,177.44,0.79,27.71,1314.0,327.86,10.26,500.86,1.29,
Bellandhur Lake,2023-08-24 03:30:00,2023-08-24 08:30:00,6.28,26.9,162.85,768.74,212.47,0.77,80.73,1207.0,128.19,22.36,1431.49,1.3,
