stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on,outlet_flow,inlet_flow
35MLD Agaram STP,2023-12-30 01:00:00,7.28,24.20,0.68,2.79,29.85,5.1,3.74,6.55,-,-,2023123001,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 01:00:00,7.54,24.40,8.29,16.6,45.60,5.6,11.4,11.20,-,-,2023123001,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123001,-,-
40MLD OLD Rajacanal STP,2023-12-30 01:00:00,7.67,22.80,1.05,1.89,25.90,6.8,7.8,6.47,3.84,0.52,2023123001,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123001,-,-
4_MLD_Madiwala_STP,2023-12-30 01:00:00,7.6,23.90,1.62,4.7,34.37,1.96,3.75,8.59,-,-,2023123001,-,-
150MLD STP_K&C valley,2023-12-30 00:45:00,7.07,-,3.59,3.44,-,6.0,10.12,-,-,0.41,2023123001,-,-
20Mld KR Puram STP New,2023-12-30 00:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123001,0.00,0.00
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123001,5.68,6.16
2MLD Ulsoor STP,2023-12-30 01:15:00,7.12,24.90,0.35,1.75,21.63,3.03,3.46,4.33,3.09,-,2023123002,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 01:30:00,7.43,22.30,0.36,3.3,28.52,4.41,4.61,11.16,2.88,-,2023123002,-,-
KADUGODI 6 MLD STP,2023-12-30 01:45:00,7.81,24.90,0.5,3.6,36.37,6.84,9.13,6.57,2.95,-,2023123002,-,-
HORAMAVU 20 MLD,2023-12-30 01:45:00,7.77,26.70,0.98,4.5,66.09,7.85,26.33,9.09,3.92,-,2023123002,-,-
K AND C VALLEY 60 MLD,2023-12-30 01:45:00,7.08,25.30,0.47,3.9,76.92,16.32,37.21,13.36,3.90,-,2023123002,-,-
NAGASANDRA 20 MLD,2023-12-30 01:45:00,7.75,23.90,1.0,4.0,185.62,14.37,38.73,2.62,3.59,-,2023123002,-,-
RAJACANAL 40 MLD,2023-12-30 01:45:00,7.65,25.10,0.86,3.4,28.25,3.46,3.99,8.03,4.13,-,2023123002,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123002,-,-
BELLANDUR 90 MLD,2023-12-30 01:45:00,7.69,24.70,0.53,1.6,27.01,4.79,6.55,5.40,2.97,-,2023123002,-,-
DODDABELE 20 MLD,2023-12-30 01:45:00,7.0,24.60,0.84,3.4,57.36,6.51,25.13,12.85,4.20,-,2023123002,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 01:45:00,7.59,18.80,1.15,1.72,47.11,10.64,11.33,6.53,7.27,-,2023123002,-,-
4MLD Cubbon Park TTP,2023-12-30 01:45:00,7.03,26.20,0.72,4.7,17.31,1.2,0.93,5.02,3.60,-,2023123002,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123002,-,-
STP Sarakki 5 MLD,2023-12-30 01:45:00,8.06,25.90,0.56,1.12,18.72,4.84,5.66,3.74,-,-,2023123002,-,-
Mailasandra STP 75 MLD,2023-12-30 01:45:00,7.15,20.00,7.51,13.51,46.91,10.69,16.76,10.73,-0.78,-,2023123002,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123002,-,-
KR Puram STP 20 MLD,2023-12-30 02:00:00,7.18,23.50,1.52,3.04,69.51,9.85,86.64,9.73,1.39,-,2023123002,-,-
1.5 MLD Lalbagh TTP,2023-12-30 02:00:00,7.27,24.80,0.53,2.7,18.16,1.47,1.19,1.68,1.29,-,2023123002,-,-
35MLD Agaram STP,2023-12-30 02:00:00,7.17,24.00,0.66,2.71,29.40,5.02,3.63,6.45,-,-,2023123002,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 02:00:00,7.58,24.40,6.28,12.6,46.50,5.8,12.4,11.60,-,-,2023123002,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123002,-,-
40MLD OLD Rajacanal STP,2023-12-30 02:00:00,7.67,22.70,1.07,1.93,25.80,6.8,7.8,6.45,3.84,0.54,2023123002,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123002,-,-
4_MLD_Madiwala_STP,2023-12-30 02:00:00,7.61,23.90,1.61,4.7,34.37,1.98,3.74,8.59,-,-,2023123002,-,-
150MLD STP_K&C valley,2023-12-30 01:45:00,7.11,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123002,-,-
20Mld KR Puram STP New,2023-12-30 01:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123002,0.23,1.14
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123002,5.68,6.16
2MLD Ulsoor STP,2023-12-30 02:45:00,7.12,24.90,0.34,1.7,19.81,2.77,3.17,3.96,2.83,-,2023123003,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 02:30:00,7.44,22.30,0.37,3.3,28.49,4.43,4.6,11.21,2.96,-,2023123003,-,-
KADUGODI 6 MLD STP,2023-12-30 02:45:00,7.88,25.10,0.5,3.66,36.59,6.83,9.79,6.53,2.95,-,2023123003,-,-
HORAMAVU 20 MLD,2023-12-30 02:45:00,7.76,26.80,0.97,4.7,64.33,7.49,25.86,8.35,3.88,-,2023123003,-,-
K AND C VALLEY 60 MLD,2023-12-30 02:45:00,7.1,25.30,0.45,3.9,82.28,16.05,44.13,12.15,3.73,-,2023123003,-,-
NAGASANDRA 20 MLD,2023-12-30 02:45:00,7.76,23.60,0.96,3.84,180.06,14.07,38.12,3.39,3.55,-,2023123003,-,-
RAJACANAL 40 MLD,2023-12-30 02:45:00,7.65,25.10,0.86,3.4,28.25,3.46,3.98,8.01,4.13,-,2023123003,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123003,-,-
BELLANDUR 90 MLD,2023-12-30 02:45:00,7.69,24.70,0.53,1.6,27.01,4.75,6.59,5.40,2.97,-,2023123003,-,-
DODDABELE 20 MLD,2023-12-30 02:45:00,7.01,24.60,0.84,3.4,57.69,6.56,25.81,12.78,4.21,-,2023123003,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 02:45:00,7.51,18.60,1.06,1.59,45.94,10.45,10.75,6.19,7.32,-,2023123003,-,-
4MLD Cubbon Park TTP,2023-12-30 02:45:00,7.03,26.10,0.73,4.69,17.31,1.19,0.93,5.02,3.65,-,2023123003,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123003,-,-
STP Sarakki 5 MLD,2023-12-30 02:45:00,7.96,26.00,0.59,1.18,18.72,4.84,5.66,3.74,-,-,2023123003,-,-
Mailasandra STP 75 MLD,2023-12-30 02:45:00,7.15,20.00,7.51,13.51,46.91,10.7,16.79,10.89,-0.78,-,2023123003,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123003,-,-
KR Puram STP 20 MLD,2023-12-30 03:00:00,7.17,23.40,1.53,3.06,71.43,8.86,93.56,10.00,1.23,-,2023123003,-,-
1.5 MLD Lalbagh TTP,2023-12-30 03:00:00,7.27,24.70,0.53,2.65,18.17,1.47,1.2,1.52,1.30,-,2023123003,-,-
35MLD Agaram STP,2023-12-30 03:00:00,7.22,24.30,0.67,2.75,29.60,5.05,3.69,6.50,-,-,2023123003,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 03:00:00,7.6,24.30,8.12,16.2,45.70,5.7,11.4,11.40,-,-,2023123003,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123003,-,-
40MLD OLD Rajacanal STP,2023-12-30 03:00:00,7.67,22.70,1.07,1.93,25.80,6.8,7.8,6.45,3.84,0.54,2023123003,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123003,-,-
4_MLD_Madiwala_STP,2023-12-30 03:00:00,7.61,23.80,1.59,4.6,34.38,2.08,3.74,8.60,-,-,2023123003,-,-
150MLD STP_K&C valley,2023-12-30 03:00:00,7.01,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123003,-,-
20Mld KR Puram STP New,2023-12-30 02:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123003,0.41,1.37
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123003,5.68,6.16
2MLD Ulsoor STP,2023-12-30 03:30:00,7.12,24.80,0.35,1.75,19.95,2.79,3.19,3.99,2.85,-,2023123004,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 03:30:00,7.44,22.30,0.37,3.3,28.44,4.41,4.59,11.05,2.96,-,2023123004,-,-
KADUGODI 6 MLD STP,2023-12-30 03:45:00,7.87,24.90,0.5,3.65,36.70,6.83,10.12,6.53,2.95,-,2023123004,-,-
HORAMAVU 20 MLD,2023-12-30 03:45:00,7.7,26.90,0.96,4.6,64.36,7.57,25.7,7.36,3.84,-,2023123004,-,-
K AND C VALLEY 60 MLD,2023-12-30 03:45:00,7.0,25.30,0.45,3.9,78.26,17.04,37.92,14.37,3.73,-,2023123004,-,-
NAGASANDRA 20 MLD,2023-12-30 03:45:00,7.76,23.40,0.93,3.72,179.21,13.62,37.8,3.19,3.52,-,2023123004,-,-
RAJACANAL 40 MLD,2023-12-30 03:45:00,7.65,25.10,0.86,3.4,28.26,3.45,4.01,8.02,4.13,-,2023123004,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123004,-,-
BELLANDUR 90 MLD,2023-12-30 03:45:00,7.69,24.70,0.53,1.6,27.00,4.78,6.53,5.40,2.97,-,2023123004,-,-
DODDABELE 20 MLD,2023-12-30 03:45:00,7.02,24.60,0.84,3.4,57.46,6.55,25.61,12.77,4.21,-,2023123004,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 03:45:00,7.42,18.40,0.98,1.47,42.06,10.05,9.85,6.46,7.40,-,2023123004,-,-
4MLD Cubbon Park TTP,2023-12-30 03:45:00,7.03,26.10,0.73,4.69,17.30,1.19,0.93,5.02,3.65,-,2023123004,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123004,-,-
STP Sarakki 5 MLD,2023-12-30 03:45:00,7.96,26.00,0.55,1.1,18.72,4.85,5.69,3.74,-,-,2023123004,-,-
Mailasandra STP 75 MLD,2023-12-30 03:45:00,7.14,19.90,7.5,13.51,46.89,10.68,16.79,10.83,-0.78,-,2023123004,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123004,-,-
KR Puram STP 20 MLD,2023-12-30 04:00:00,7.16,23.40,1.58,3.16,71.57,8.48,94.59,10.02,1.22,-,2023123004,-,-
1.5 MLD Lalbagh TTP,2023-12-30 04:00:00,7.28,24.60,0.55,2.73,18.19,1.48,1.21,1.75,0.07,-,2023123004,-,-
35MLD Agaram STP,2023-12-30 04:00:00,7.22,24.20,0.67,2.75,29.60,5.05,3.69,6.50,-,-,2023123004,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 04:00:00,7.55,24.30,8.9,17.8,45.90,5.6,11.6,11.20,-,-,2023123004,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123004,-,-
40MLD OLD Rajacanal STP,2023-12-30 04:00:00,7.67,22.60,1.08,1.94,25.90,6.8,7.8,6.47,3.84,0.54,2023123004,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123004,-,-
4_MLD_Madiwala_STP,2023-12-30 04:00:00,7.61,23.70,1.61,4.7,34.38,2.1,3.74,8.60,-,-,2023123004,-,-
150MLD STP_K&C valley,2023-12-30 04:00:00,6.98,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123004,-,-
20Mld KR Puram STP New,2023-12-30 03:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123004,0.42,1.71
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123004,5.68,6.16
2MLD Ulsoor STP,2023-12-30 04:15:00,7.12,24.80,0.34,1.7,19.60,2.74,3.14,3.92,2.80,-,2023123005,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 04:30:00,7.45,22.30,0.37,3.2,28.49,4.39,4.61,11.09,2.96,-,2023123005,-,-
KADUGODI 6 MLD STP,2023-12-30 04:45:00,7.79,24.90,0.5,3.64,36.41,6.85,9.14,6.57,2.95,-,2023123005,-,-
HORAMAVU 20 MLD,2023-12-30 04:45:00,7.71,27.00,0.96,4.6,-,-,27.01,10.31,3.84,-,2023123005,-,-
K AND C VALLEY 60 MLD,2023-12-30 04:45:00,7.07,25.30,0.46,3.9,81.67,16.31,43.41,13.14,3.82,-,2023123005,-,-
NAGASANDRA 20 MLD,2023-12-30 04:45:00,7.77,23.20,0.91,3.64,178.84,13.22,37.62,3.20,3.50,-,2023123005,-,-
RAJACANAL 40 MLD,2023-12-30 04:45:00,7.65,25.10,0.86,3.4,28.28,3.46,4.04,8.03,4.13,-,2023123005,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123005,-,-
BELLANDUR 90 MLD,2023-12-30 04:45:00,7.69,24.70,0.53,1.6,27.01,4.77,6.57,5.40,2.97,-,2023123005,-,-
DODDABELE 20 MLD,2023-12-30 04:45:00,7.02,24.60,0.84,3.4,57.76,6.51,25.86,12.69,4.21,-,2023123005,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 04:45:00,7.36,17.70,0.92,1.38,45.92,10.71,11.04,6.58,7.44,-,2023123005,-,-
4MLD Cubbon Park TTP,2023-12-30 04:45:00,7.03,26.10,0.73,4.7,17.31,1.20,0.94,5.02,3.65,-,2023123005,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123005,-,-
STP Sarakki 5 MLD,2023-12-30 04:45:00,7.96,26.00,0.55,1.1,18.72,4.84,5.68,3.74,-,-,2023123005,-,-
Mailasandra STP 75 MLD,2023-12-30 04:45:00,7.14,19.90,7.5,13.5,46.89,10.69,16.83,11.29,-0.78,-,2023123005,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123005,-,-
KR Puram STP 20 MLD,2023-12-30 04:45:00,7.16,23.40,1.57,3.14,72.13,9.76,96.97,10.10,1.23,-,2023123005,-,-
1.5 MLD Lalbagh TTP,2023-12-30 05:00:00,7.27,24.70,0.54,2.7,18.21,1.49,1.22,0.74,0.31,-,2023123005,-,-
35MLD Agaram STP,2023-12-30 05:00:00,7.22,24.20,0.67,2.75,29.60,5.05,3.69,6.50,-,-,2023123005,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 05:00:00,7.54,24.30,6.44,12.9,46.50,5.70,12.2,11.40,-,-,2023123005,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.80,4.9,8.88,3.25,0.20,2023123005,-,-
40MLD OLD Rajacanal STP,2023-12-30 05:00:00,7.67,22.60,1.09,1.96,25.80,6.80,7.8,6.45,3.84,0.55,2023123005,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.10,5.0,5.30,4.18,0.41,2023123005,-,-
4_MLD_Madiwala_STP,2023-12-30 05:00:00,7.61,23.70,1.62,4.7,34.38,2.05,3.74,8.60,-,-,2023123005,-,-
150MLD STP_K&C valley,2023-12-30 04:45:00,7.01,-,3.59,3.44,-,6.00,10.12,-,-,0.41,2023123005,-,-
20Mld KR Puram STP New,2023-12-30 04:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123005,0.42,2.38
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123005,5.68,6.16
2MLD Ulsoor STP,2023-12-30 05:45:00,7.11,24.60,0.33,1.65,17.78,2.49,2.84,3.56,2.54,-,2023123006,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 05:30:00,7.45,22.30,0.37,3.2,28.51,4.41,4.61,11.06,2.96,-,2023123006,-,-
KADUGODI 6 MLD STP,2023-12-30 05:30:00,7.8,25.00,0.5,3.64,36.41,6.85,9.11,6.56,2.95,-,2023123006,-,-
HORAMAVU 20 MLD,2023-12-30 05:45:00,7.77,26.70,0.96,4.6,66.40,7.86,26.42,9.34,3.84,-,2023123006,-,-
K AND C VALLEY 60 MLD,2023-12-30 05:45:00,7.29,24.70,0.46,3.9,70.02,15.58,32.28,12.86,3.82,-,2023123006,-,-
NAGASANDRA 20 MLD,2023-12-30 05:45:00,7.77,23.00,0.91,3.64,178.62,13.6,37.56,4.02,3.47,-,2023123006,-,-
RAJACANAL 40 MLD,2023-12-30 05:45:00,7.66,25.10,0.85,3.4,28.26,3.47,4.0,8.05,4.08,-,2023123006,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123006,-,-
BELLANDUR 90 MLD,2023-12-30 05:45:00,7.7,24.70,0.53,1.6,27.01,4.76,6.63,5.40,2.97,-,2023123006,-,-
DODDABELE 20 MLD,2023-12-30 05:45:00,7.02,24.60,0.84,3.4,57.92,6.61,26.03,12.79,4.21,-,2023123006,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 05:45:00,7.15,22.60,1.31,1.96,48.68,11.3,13.27,7.70,1.93,-,2023123006,-,-
4MLD Cubbon Park TTP,2023-12-30 05:45:00,7.03,26.00,0.73,4.7,17.31,1.2,0.94,5.02,3.65,-,2023123006,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123006,-,-
STP Sarakki 5 MLD,2023-12-30 05:45:00,7.96,26.00,0.55,1.1,18.73,4.86,5.7,3.75,-,-,2023123006,-,-
Mailasandra STP 75 MLD,2023-12-30 05:45:00,7.14,19.90,7.5,13.51,46.89,10.7,16.84,11.23,-0.78,-,2023123006,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123006,-,-
KR Puram STP 20 MLD,2023-12-30 06:00:00,7.16,23.30,1.57,3.14,71.77,9.38,96.1,10.05,1.24,-,2023123006,-,-
1.5 MLD Lalbagh TTP,2023-12-30 06:00:00,7.26,24.60,0.54,2.7,18.22,1.5,1.23,0.84,0.87,-,2023123006,-,-
35MLD Agaram STP,2023-12-30 06:00:00,7.34,24.10,0.67,2.75,30.09,5.14,3.69,6.61,-,-,2023123006,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 06:00:00,7.57,24.20,8.14,16.3,45.40,5.8,10.9,11.60,-,-,2023123006,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123006,-,-
40MLD OLD Rajacanal STP,2023-12-30 06:00:00,7.67,22.60,1.09,1.96,25.90,6.8,7.8,6.47,3.84,0.55,2023123006,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123006,-,-
4_MLD_Madiwala_STP,2023-12-30 06:00:00,7.61,23.60,1.62,4.7,34.38,2.02,3.74,8.60,-,-,2023123006,-,-
150MLD STP_K&C valley,2023-12-30 05:45:00,7.01,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123006,-,-
20Mld KR Puram STP New,2023-12-30 05:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123006,0.67,3.02
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123006,5.68,6.16
2MLD Ulsoor STP,2023-12-30 06:30:00,7.12,24.60,0.32,1.6,17.78,2.49,2.84,3.56,2.54,-,2023123007,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 06:30:00,7.44,22.30,0.37,3.2,28.44,4.4,4.59,11.09,2.96,-,2023123007,-,-
KADUGODI 6 MLD STP,2023-12-30 06:45:00,7.87,24.80,0.5,3.68,36.72,6.84,10.33,6.54,2.95,-,2023123007,-,-
HORAMAVU 20 MLD,2023-12-30 06:45:00,7.74,26.80,0.95,4.5,65.83,7.67,26.52,8.16,3.80,-,2023123007,-,-
K AND C VALLEY 60 MLD,2023-12-30 06:45:00,7.01,25.20,0.44,4.0,68.49,16.2,28.44,13.77,3.65,-,2023123007,-,-
NAGASANDRA 20 MLD,2023-12-30 06:45:00,7.78,23.30,0.93,3.72,174.92,13.7,36.97,4.54,3.48,-,2023123007,-,-
RAJACANAL 40 MLD,2023-12-30 06:45:00,7.64,25.10,0.85,3.4,28.25,3.46,4.0,8.00,4.08,-,2023123007,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123007,-,-
BELLANDUR 90 MLD,2023-12-30 06:45:00,7.69,24.60,0.53,1.6,27.02,4.76,6.63,5.40,2.97,-,2023123007,-,-
DODDABELE 20 MLD,2023-12-30 06:45:00,7.02,24.50,0.84,3.4,57.79,6.61,25.97,12.83,4.21,-,2023123007,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 06:45:00,7.18,22.30,1.18,1.77,50.39,11.58,14.24,8.10,1.93,-,2023123007,-,-
4MLD Cubbon Park TTP,2023-12-30 06:45:00,7.03,26.00,0.73,4.69,17.31,1.19,0.94,5.02,3.65,-,2023123007,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123007,-,-
STP Sarakki 5 MLD,2023-12-30 06:45:00,7.96,26.00,0.55,1.1,18.73,4.85,5.7,3.75,-,-,2023123007,-,-
Mailasandra STP 75 MLD,2023-12-30 06:45:00,7.13,19.90,7.5,13.5,46.89,10.69,16.84,11.23,-0.78,-,2023123007,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123007,-,-
KR Puram STP 20 MLD,2023-12-30 07:00:00,7.16,23.30,1.56,3.12,71.66,9.92,95.82,10.03,1.24,-,2023123007,-,-
1.5 MLD Lalbagh TTP,2023-12-30 07:00:00,7.27,24.50,0.54,2.7,18.23,1.5,1.24,1.12,0.55,-,2023123007,-,-
35MLD Agaram STP,2023-12-30 07:00:00,7.23,24.00,0.66,2.71,29.64,5.06,3.63,6.51,-,-,2023123007,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 07:00:00,7.5,24.30,8.88,17.8,45.70,5.9,11.2,11.80,-,-,2023123007,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123007,-,-
40MLD OLD Rajacanal STP,2023-12-30 07:00:00,7.55,22.60,1.05,1.89,25.90,6.8,7.8,6.47,3.78,0.52,2023123007,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123007,-,-
4_MLD_Madiwala_STP,2023-12-30 07:00:00,7.61,23.60,1.62,4.7,34.38,2.04,3.75,8.60,-,-,2023123007,-,-
150MLD STP_K&C valley,2023-12-30 07:00:00,7.01,-,3.59,3.44,-,6.0,10.12,-,-,0.41,2023123007,-,-
20Mld KR Puram STP New,2023-12-30 06:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123007,0.79,3.02
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123007,5.68,6.16
2MLD Ulsoor STP,2023-12-30 07:15:00,7.12,24.60,0.32,1.6,17.08,2.39,2.73,3.42,2.44,-,2023123008,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 07:30:00,7.45,22.30,0.37,3.3,28.52,4.4,4.61,11.16,2.96,-,2023123008,-,-
KADUGODI 6 MLD STP,2023-12-30 07:45:00,7.8,24.70,0.5,3.64,36.41,6.84,9.08,6.55,2.95,-,2023123008,-,-
HORAMAVU 20 MLD,2023-12-30 07:45:00,7.67,27.00,0.93,4.7,64.51,7.39,26.19,7.78,3.72,-,2023123008,-,-
K AND C VALLEY 60 MLD,2023-12-30 07:45:00,7.01,25.30,0.45,4.0,64.35,15.93,23.68,13.69,3.73,-,2023123008,-,-
NAGASANDRA 20 MLD,2023-12-30 07:45:00,7.78,23.40,0.92,3.68,177.29,13.88,37.65,4.14,3.51,-,2023123008,-,-
RAJACANAL 40 MLD,2023-12-30 07:45:00,7.64,25.10,0.85,3.4,28.26,3.46,4.03,8.00,4.08,-,2023123008,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123008,-,-
BELLANDUR 90 MLD,2023-12-30 07:45:00,7.69,24.60,0.53,1.6,27.02,4.75,6.66,5.40,2.97,-,2023123008,-,-
DODDABELE 20 MLD,2023-12-30 07:45:00,7.03,24.50,0.83,3.4,57.91,6.56,26.13,12.82,4.22,-,2023123008,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 07:45:00,7.2,22.40,1.08,1.62,55.98,11.04,17.63,5.99,3.48,-,2023123008,-,-
4MLD Cubbon Park TTP,2023-12-30 07:45:00,7.03,26.00,0.73,4.69,17.31,1.19,0.94,5.02,3.65,-,2023123008,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123008,-,-
STP Sarakki 5 MLD,2023-12-30 07:45:00,7.96,26.00,0.55,1.1,18.76,4.9,5.78,3.75,-,-,2023123008,-,-
