stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
K AND C VALLEY 60 MLD,2024-01-16 10:56:30,6.73,25.80,0.51,4.7,42.06,10.01,5.91,12.41,4.23,-,-,-,2024011611
NAGASANDRA 20 MLD,2024-01-16 10:45:00,7.76,23.70,0.65,2.6,86.99,11.96,15.68,7.44,3.54,-,-,-,2024011611
RAJACANAL 40 MLD,2024-01-16 10:45:00,7.65,25.60,0.94,3.2,29.19,3.51,5.44,8.07,4.51,-,-,-,2024011611
YELLAMALAPACHETTY 15 MLD,2024-01-16 10:45:00,6.98,25.87,0.52,2.07,-,-,-,-,3.11,-,-,-,2024011611
BELLANDUR 90 MLD,2024-01-16 10:45:00,7.81,25.60,0.55,1.6,27.24,5.33,7.66,5.45,3.08,-,-,-,2024011611
DODDABELE 20 MLD,2024-01-16 10:45:00,6.98,25.00,0.88,3.0,42.01,5.48,12.08,11.13,4.19,-,-,-,2024011611
NAGASANDRA OLD 20 MLD,2024-01-16 10:45:00,7.06,22.90,1.51,2.26,49.25,9.96,14.08,4.99,3.62,-,-,-,2024011611
4MLD Cubbon Park TTP,2024-01-16 10:45:00,7.0,27.10,0.69,4.69,17.34,1.19,0.98,5.03,3.45,-,-,-,2024011611
KADABEESANAHALLI 50 MLD,2024-01-06 10:00:00,6.86,22.30,0.89,4.01,45.65,8.90,9.23,8.83,3.56,-,-,-,2024011611
STP Sarakki 5 MLD,2024-01-16 10:45:00,7.94,25.90,0.64,1.28,18.72,4.84,5.64,3.74,-,-,-,-,2024011611
Mailasandra STP 75 MLD,2024-01-16 10:45:00,7.52,23.80,15.62,24.99,47.68,10.71,18.81,13.24,2.45,-,-,-,2024011611
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024011611
KR Puram STP 20 MLD,2024-01-16 10:45:00,7.13,23.60,1.73,3.46,58.74,5.12,62.33,8.22,0.26,-,-,-,2024011611
1.5 MLD Lalbagh TTP,2024-01-16 11:00:00,7.13,28.00,0.53,2.85,18.10,1.45,1.17,0.00,1.02,-,-,-,2024011611
35MLD Agaram STP,2024-01-16 11:00:00,7.31,24.60,0.77,3.16,29.97,5.12,4.23,6.58,-,-,-,-,2024011611
Chikka_Bagur_5_MLD_STP,2024-01-16 11:00:00,7.77,24.10,5.06,10.1,42.40,6.40,6.90,12.80,-,-,-,-,2024011611
Yelahanka 10MLD TTP,2024-01-16 11:00:00,7.27,22.90,0.35,0.98,47.80,8.70,4.90,9.54,4.38,0.22,-,-,2024011611
40MLD OLD Rajacanal STP,2024-01-16 11:00:00,7.43,23.00,0.33,0.59,26.10,9.30,13.60,6.53,3.71,0.17,-,-,2024011611
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.20,4.00,4.99,4.58,0.17,-,-,2024011611
4_MLD_Madiwala_STP,2024-01-16 11:00:00,7.75,21.80,1.32,3.8,34.41,2.86,3.60,8.60,-,-,-,-,2024011611
150MLD STP_K&C valley,2024-01-16 02:30:00,7.39,-,3.57,2.36,-,6.00,10.12,-,-,0.41,-,-,2024011611
20Mld KR Puram STP New,2024-01-16 10:15:00,0.0,-,0.0,0.0,0.00,0.00,0.00,0.00,-,-,4.05,7.38,2024011611
10 MLD STP HULIMAVU,2024-01-13 08:45:00,7.68,-,2.68,3.55,24.68,1.48,4.14,1.20,-,-,0.61,0.70,2024011611
2MLD Ulsoor STP,2024-01-16 11:00:00,7.45,25.10,0.01,0.05,32.41,4.54,5.19,6.48,4.63,-,-,-,2024011612
CHIKKABANAVARA 5 MLD,2024-01-16 11:30:00,7.44,22.60,0.36,3.2,35.56,4.79,6.16,11.34,2.88,-,-,-,2024011612
KADUGODI 6 MLD STP,2024-01-16 11:45:00,7.75,25.40,0.4,4.2,38.23,6.92,17.40,6.59,2.36,-,-,-,2024011612
HORAMAVU 20 MLD,2024-01-16 11:45:00,7.85,27.80,0.8,3.3,36.94,7.70,9.56,4.02,3.20,-,-,-,2024011612
K AND C VALLEY 60 MLD,2024-01-16 11:58:00,6.74,26.10,0.52,4.7,41.90,10.07,5.63,12.62,4.32,-,-,-,2024011612
NAGASANDRA 20 MLD,2024-01-16 11:45:00,7.73,24.10,0.69,2.76,86.46,12.12,15.42,7.41,3.59,-,-,-,2024011612
RAJACANAL 40 MLD,2024-01-16 11:45:00,7.65,25.80,0.95,3.2,29.09,3.51,5.25,8.08,4.56,-,-,-,2024011612
YELLAMALAPACHETTY 15 MLD,2024-01-16 11:45:00,7.03,26.04,0.52,2.08,-,-,-,-,1.91,-,-,-,2024011612
BELLANDUR 90 MLD,2024-01-16 11:45:00,7.8,26.10,0.56,1.6,27.25,5.31,7.73,5.45,3.14,-,-,-,2024011612
DODDABELE 20 MLD,2024-01-16 11:45:00,6.99,25.30,0.89,3.0,42.25,5.36,12.07,11.28,4.19,-,-,-,2024011612
NAGASANDRA OLD 20 MLD,2024-01-16 11:45:00,7.07,23.10,1.62,2.43,47.53,10.19,12.48,5.81,4.09,-,-,-,2024011612
4MLD Cubbon Park TTP,2024-01-16 11:45:00,7.03,27.10,0.7,4.7,17.34,1.20,0.98,5.03,3.50,-,-,-,2024011612
KADABEESANAHALLI 50 MLD,2024-01-16 12:00:00,7.31,22.10,0.87,3.94,41.79,8.75,8.35,8.13,3.50,-,-,-,2024011612
STP Sarakki 5 MLD,2024-01-16 11:45:00,7.91,26.10,0.67,1.34,18.74,4.87,5.68,3.75,-,-,-,-,2024011612
Mailasandra STP 75 MLD,2024-01-16 11:45:00,7.52,24.10,16.28,26.05,47.53,10.62,18.92,13.85,2.43,-,-,-,2024011612
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024011612
KR Puram STP 20 MLD,2024-01-16 11:30:00,7.12,23.80,1.74,3.48,59.44,5.53,65.48,8.32,0.32,-,-,-,2024011612
1.5 MLD Lalbagh TTP,2024-01-16 12:00:00,7.14,28.40,0.49,2.53,18.07,1.44,1.15,1.46,1.13,-,-,-,2024011612
35MLD Agaram STP,2024-01-16 12:00:00,7.11,24.50,0.78,3.2,29.15,4.98,4.29,6.40,-,-,-,-,2024011612
Chikka_Bagur_5_MLD_STP,2024-01-16 12:00:00,7.93,23.90,4.72,9.4,43.00,6.70,7.30,13.40,-,-,-,-,2024011612
Yelahanka 10MLD TTP,2024-01-16 12:00:00,7.27,22.90,0.36,1.04,47.60,8.60,4.80,9.54,3.31,0.22,-,-,2024011612
40MLD OLD Rajacanal STP,2024-01-16 12:00:00,7.44,23.00,0.33,0.59,26.10,9.30,13.70,6.53,3.72,0.17,-,-,2024011612
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.20,4.00,4.99,4.58,0.17,-,-,2024011612
4_MLD_Madiwala_STP,2024-01-16 12:00:00,7.75,21.80,1.32,3.8,34.40,2.87,3.59,8.60,-,-,-,-,2024011612
150MLD STP_K&C valley,2024-01-16 02:30:00,7.39,-,3.57,2.36,-,6.00,10.12,-,-,0.41,-,-,2024011612
20Mld KR Puram STP New,2024-01-16 10:15:00,0.0,-,0.0,0.0,0.00,0.00,0.00,0.00,-,-,4.05,7.38,2024011612
10 MLD STP HULIMAVU,2024-01-13 08:45:00,7.68,-,2.68,3.55,24.68,1.48,4.14,1.20,-,-,0.61,0.70,2024011612
2MLD Ulsoor STP,2024-01-16 12:15:00,7.23,25.80,0.01,0.05,30.66,4.29,4.91,6.13,4.38,-,-,-,2024011613
CHIKKABANAVARA 5 MLD,2024-01-16 12:30:00,7.46,22.80,0.37,3.2,35.87,4.86,6.22,11.23,2.96,-,-,-,2024011613
KADUGODI 6 MLD STP,2024-01-16 12:30:00,7.91,25.40,0.4,4.3,38.72,6.9,19.46,6.54,2.36,-,-,-,2024011613
HORAMAVU 20 MLD,2024-01-16 12:45:00,7.73,28.00,0.8,3.3,36.86,7.69,9.53,3.85,3.20,-,-,-,2024011613
K AND C VALLEY 60 MLD,2024-01-16 12:56:30,6.75,26.20,0.53,4.7,42.02,10.09,5.71,12.52,4.40,-,-,-,2024011613
NAGASANDRA 20 MLD,2024-01-16 12:45:00,7.76,24.90,0.71,2.84,87.18,12.03,15.61,7.78,3.72,-,-,-,2024011613
RAJACANAL 40 MLD,2024-01-16 12:45:00,7.65,26.00,0.96,3.2,29.12,3.51,5.3,8.06,4.61,-,-,-,2024011613
YELLAMALAPACHETTY 15 MLD,2024-01-16 12:45:00,7.08,26.24,0.52,2.1,15.39,4.97,3.7,4.02,2.87,-,-,-,2024011613
BELLANDUR 90 MLD,2024-01-16 12:45:00,7.8,26.30,0.57,1.6,27.25,5.35,7.66,5.45,3.19,-,-,-,2024011613
DODDABELE 20 MLD,2024-01-16 12:45:00,6.95,25.60,0.9,3.0,42.25,5.35,12.13,11.22,4.17,-,-,-,2024011613
NAGASANDRA OLD 20 MLD,2024-01-16 12:45:00,7.1,23.20,1.65,2.47,53.50,10.56,16.16,6.02,3.76,-,-,-,2024011613
4MLD Cubbon Park TTP,2024-01-16 12:45:00,7.03,27.10,0.69,4.7,17.34,1.2,0.98,5.03,3.45,-,-,-,2024011613
KADABEESANAHALLI 50 MLD,2024-01-16 13:00:00,7.28,22.30,0.87,3.94,41.95,8.75,8.4,8.14,3.50,-,-,-,2024011613
STP Sarakki 5 MLD,2024-01-16 12:45:00,7.9,26.10,0.65,1.3,18.74,4.86,5.65,3.75,-,-,-,-,2024011613
Mailasandra STP 75 MLD,2024-01-16 12:45:00,7.57,25.10,16.99,27.18,47.55,10.62,18.88,13.64,2.29,-,-,-,2024011613
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024011613
KR Puram STP 20 MLD,2024-01-16 12:45:00,7.11,24.40,1.72,3.44,59.35,5.2,65.02,8.31,0.34,-,-,-,2024011613
1.5 MLD Lalbagh TTP,2024-01-16 13:00:00,7.14,28.90,0.48,2.4,18.07,1.43,1.12,1.37,0.71,-,-,-,2024011613
35MLD Agaram STP,2024-01-16 13:00:00,7.07,24.60,0.77,3.16,28.99,4.95,4.23,6.36,-,-,-,-,2024011613
Chikka_Bagur_5_MLD_STP,2024-01-16 13:00:00,7.89,23.90,5.09,10.2,43.00,6.6,7.3,13.20,-,-,-,-,2024011613
Yelahanka 10MLD TTP,2024-01-16 13:00:00,7.27,22.90,0.4,1.08,47.70,8.7,4.9,9.53,3.42,0.22,-,-,2024011613
40MLD OLD Rajacanal STP,2024-01-16 13:00:00,7.45,23.00,0.34,0.61,26.10,9.3,13.6,6.53,3.72,0.17,-,-,2024011613
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024011613
4_MLD_Madiwala_STP,2024-01-16 13:00:00,7.75,21.80,1.32,3.8,34.40,2.78,3.6,8.60,-,-,-,-,2024011613
150MLD STP_K&C valley,2024-01-16 02:30:00,7.39,-,3.57,2.36,-,6.0,10.12,-,-,0.41,-,-,2024011613
20Mld KR Puram STP New,2024-01-16 10:15:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,4.05,7.38,2024011613
10 MLD STP HULIMAVU,2024-01-13 08:45:00,7.68,-,2.68,3.55,24.68,1.48,4.14,1.20,-,-,0.61,0.70,2024011613
2MLD Ulsoor STP,2024-01-16 13:30:00,7.18,25.80,0.01,0.05,29.75,4.16,4.76,5.95,4.25,-,-,-,2024011614
CHIKKABANAVARA 5 MLD,2024-01-16 13:30:00,7.43,22.90,0.37,3.2,35.54,4.8,6.15,11.16,2.96,-,-,-,2024011614
KADUGODI 6 MLD STP,2024-01-16 13:45:00,7.89,25.60,0.4,4.34,38.49,6.89,19.02,6.57,2.36,-,-,-,2024011614
HORAMAVU 20 MLD,2024-01-16 13:30:00,7.68,28.10,0.8,3.3,36.92,7.7,9.57,3.93,3.20,-,-,-,2024011614
K AND C VALLEY 60 MLD,2024-01-16 13:56:30,6.75,26.20,0.53,4.6,42.12,10.09,5.73,12.32,4.40,-,-,-,2024011614
NAGASANDRA 20 MLD,2024-01-16 13:45:00,7.78,24.60,0.72,2.88,85.43,11.51,15.3,7.77,3.72,-,-,-,2024011614
RAJACANAL 40 MLD,2024-01-16 13:45:00,7.66,26.00,0.97,3.2,29.15,3.5,5.35,8.02,4.66,-,-,-,2024011614
YELLAMALAPACHETTY 15 MLD,2024-01-16 13:45:00,7.12,26.37,0.53,2.11,14.30,4.96,3.7,4.04,1.05,-,-,-,2024011614
BELLANDUR 90 MLD,2024-01-16 13:45:00,7.79,26.50,0.58,1.6,27.25,5.35,7.71,5.45,3.25,-,-,-,2024011614
DODDABELE 20 MLD,2024-01-16 13:45:00,6.88,25.40,0.9,3.1,42.67,5.36,12.69,11.15,4.13,-,-,-,2024011614
NAGASANDRA OLD 20 MLD,2024-01-16 13:45:00,7.1,23.30,1.76,2.64,55.69,11.09,16.02,5.64,3.53,-,-,-,2024011614
4MLD Cubbon Park TTP,2024-01-16 13:45:00,7.0,27.10,0.7,4.7,17.35,1.2,0.98,5.03,3.50,-,-,-,2024011614
KADABEESANAHALLI 50 MLD,2024-01-16 14:00:00,7.26,22.20,0.88,3.94,42.44,8.76,8.53,8.25,3.50,-,-,-,2024011614
STP Sarakki 5 MLD,2024-01-16 13:45:00,7.9,26.10,0.63,1.26,18.74,4.87,5.68,3.75,-,-,-,-,2024011614
Mailasandra STP 75 MLD,2024-01-16 13:45:00,7.56,25.20,18.93,30.29,47.55,10.65,18.9,13.40,2.40,-,-,-,2024011614
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024011614
KR Puram STP 20 MLD,2024-01-16 13:45:00,7.12,24.40,1.68,3.36,60.11,5.42,67.37,8.42,0.28,-,-,-,2024011614
1.5 MLD Lalbagh TTP,2024-01-16 14:00:00,7.13,29.10,0.47,2.35,18.11,1.44,1.12,1.49,1.04,-,-,-,2024011614
35MLD Agaram STP,2024-01-16 14:00:00,7.06,25.00,0.79,3.24,28.95,4.94,4.35,6.35,-,-,-,-,2024011614
Chikka_Bagur_5_MLD_STP,2024-01-16 14:00:00,7.89,24.30,5.37,10.7,42.50,6.5,6.9,13.00,-,-,-,-,2024011614
Yelahanka 10MLD TTP,2024-01-16 14:00:00,7.28,22.90,0.42,1.18,47.60,8.7,4.9,9.53,3.55,0.22,-,-,2024011614
40MLD OLD Rajacanal STP,2024-01-16 14:00:00,7.48,23.00,0.37,0.67,26.10,9.3,13.7,6.53,3.74,0.19,-,-,2024011614
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024011614
4_MLD_Madiwala_STP,2024-01-16 14:00:00,7.75,21.80,1.32,3.8,34.40,2.78,3.59,8.60,-,-,-,-,2024011614
150MLD STP_K&C valley,2024-01-16 02:30:00,7.39,-,3.57,2.36,-,6.0,10.12,-,-,0.41,-,-,2024011614
20Mld KR Puram STP New,2024-01-16 10:15:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,4.05,7.38,2024011614
10 MLD STP HULIMAVU,2024-01-13 08:45:00,7.68,-,2.68,3.55,24.68,1.48,4.14,1.20,-,-,0.61,0.70,2024011614
2MLD Ulsoor STP,2024-01-16 14:45:00,7.16,25.80,0.01,0.05,29.75,4.16,4.76,5.95,4.25,-,-,-,2024011615
CHIKKABANAVARA 5 MLD,2024-01-16 14:30:00,7.44,23.20,0.38,3.2,35.34,4.81,6.11,11.53,3.04,-,-,-,2024011615
KADUGODI 6 MLD STP,2024-01-16 14:45:00,7.76,25.50,0.4,4.22,38.24,6.89,18.13,6.57,2.36,-,-,-,2024011615
HORAMAVU 20 MLD,2024-01-16 14:45:00,7.67,27.60,0.78,3.3,36.99,7.72,9.59,4.05,3.12,-,-,-,2024011615
K AND C VALLEY 60 MLD,2024-01-16 14:58:00,6.75,26.20,0.52,4.6,42.15,10.15,5.62,12.61,4.32,-,-,-,2024011615
NAGASANDRA 20 MLD,2024-01-16 14:45:00,7.82,24.60,0.71,2.84,88.44,12.15,15.68,7.83,3.68,-,-,-,2024011615
RAJACANAL 40 MLD,2024-01-16 14:45:00,7.65,26.00,0.97,3.2,29.10,3.5,5.31,8.04,4.66,-,-,-,2024011615
YELLAMALAPACHETTY 15 MLD,2024-01-16 14:45:00,7.1,26.28,0.53,2.1,37.32,4.96,4.43,4.01,-0.23,-,-,-,2024011615
BELLANDUR 90 MLD,2024-01-16 14:45:00,7.79,26.50,0.58,1.6,27.24,5.35,7.66,5.45,3.25,-,-,-,2024011615
DODDABELE 20 MLD,2024-01-16 14:45:00,6.91,25.50,0.9,3.1,42.58,5.41,12.73,11.08,4.15,-,-,-,2024011615
NAGASANDRA OLD 20 MLD,2024-01-16 14:45:00,7.07,23.30,1.9,2.85,57.16,11.28,16.7,5.94,3.51,-,-,-,2024011615
4MLD Cubbon Park TTP,2024-01-16 14:45:00,6.96,27.00,0.69,4.71,17.36,1.21,0.98,5.03,3.45,-,-,-,2024011615
KADABEESANAHALLI 50 MLD,2024-01-16 14:30:00,7.24,22.30,0.88,3.94,42.37,8.75,8.47,8.15,3.50,-,-,-,2024011615
STP Sarakki 5 MLD,2024-01-16 14:45:00,7.95,26.20,0.64,1.28,18.74,4.87,5.68,3.75,-,-,-,-,2024011615
Mailasandra STP 75 MLD,2024-01-16 14:45:00,7.55,24.90,18.4,29.44,47.42,10.49,18.93,13.72,2.41,-,-,-,2024011615
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024011615
KR Puram STP 20 MLD,2024-01-16 14:45:00,7.12,24.60,1.66,3.32,62.49,5.74,76.71,8.75,0.26,-,-,-,2024011615
1.5 MLD Lalbagh TTP,2024-01-16 15:00:00,7.13,29.60,0.45,2.3,18.06,1.43,1.11,1.53,0.94,-,-,-,2024011615
35MLD Agaram STP,2024-01-16 15:00:00,7.14,25.10,0.78,3.2,29.27,5.0,4.29,6.43,-,-,-,-,2024011615
Chikka_Bagur_5_MLD_STP,2024-01-16 15:00:00,7.9,24.10,5.16,10.3,43.90,7.1,8.2,14.20,-,-,-,-,2024011615
Yelahanka 10MLD TTP,2024-01-16 15:00:00,7.28,22.90,0.41,1.17,47.90,8.9,5.1,9.58,3.85,0.22,-,-,2024011615
40MLD OLD Rajacanal STP,2024-01-16 15:00:00,7.46,23.10,0.38,0.68,26.10,9.3,13.7,6.53,3.73,0.19,-,-,2024011615
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024011615
4_MLD_Madiwala_STP,2024-01-16 15:00:00,7.74,21.90,1.32,3.8,34.40,2.82,3.6,8.60,-,-,-,-,2024011615
150MLD STP_K&C valley,2024-01-16 02:30:00,7.39,-,3.57,2.36,-,6.0,10.12,-,-,0.41,-,-,2024011615
20Mld KR Puram STP New,2024-01-16 10:15:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,4.05,7.38,2024011615
10 MLD STP HULIMAVU,2024-01-13 08:45:00,7.68,-,2.68,3.55,24.68,1.48,4.14,1.20,-,-,0.61,0.70,2024011615
2MLD Ulsoor STP,2024-01-16 14:45:00,7.16,25.80,0.01,0.05,29.75,4.16,4.76,5.95,4.25,-,-,-,2024011616
CHIKKABANAVARA 5 MLD,2024-01-16 15:30:00,7.44,23.10,0.38,3.2,35.26,4.84,6.1,11.59,3.04,-,-,-,2024011616
KADUGODI 6 MLD STP,2024-01-16 15:45:00,7.9,25.30,0.4,4.28,38.82,6.88,20.67,6.53,2.36,-,-,-,2024011616
HORAMAVU 20 MLD,2024-01-16 15:45:00,7.74,28.00,0.79,3.4,36.96,7.71,9.57,4.01,3.16,-,-,-,2024011616
K AND C VALLEY 60 MLD,2024-01-16 15:56:30,6.76,26.10,0.52,4.6,42.21,10.19,5.75,12.64,4.32,-,-,-,2024011616
NAGASANDRA 20 MLD,2024-01-16 15:45:00,7.81,24.70,0.73,2.92,90.05,12.16,15.92,7.65,3.69,-,-,-,2024011616
RAJACANAL 40 MLD,2024-01-16 15:45:00,7.64,25.90,0.96,3.2,29.23,3.51,5.57,8.06,4.61,-,-,-,2024011616
YELLAMALAPACHETTY 15 MLD,2024-01-16 15:45:00,7.09,26.26,0.53,2.1,15.67,4.95,3.71,3.99,3.08,-,-,-,2024011616
BELLANDUR 90 MLD,2024-01-16 15:45:00,7.8,26.30,0.58,1.6,27.25,5.36,7.67,5.45,3.25,-,-,-,2024011616
DODDABELE 20 MLD,2024-01-16 15:45:00,6.92,25.60,0.9,3.1,43.09,5.43,13.14,11.12,4.15,-,-,-,2024011616
NAGASANDRA OLD 20 MLD,2024-01-16 15:45:00,7.05,23.30,1.97,2.95,57.36,11.21,17.43,6.54,5.70,-,-,-,2024011616
4MLD Cubbon Park TTP,2024-01-16 15:45:00,6.93,27.10,0.69,4.71,17.36,1.21,0.98,5.03,3.45,-,-,-,2024011616
KADABEESANAHALLI 50 MLD,2024-01-16 14:30:00,7.24,22.30,0.88,3.94,42.37,8.75,8.47,8.15,3.50,-,-,-,2024011616
STP Sarakki 5 MLD,2024-01-16 15:45:00,7.95,26.30,0.66,1.32,18.74,4.87,5.71,3.75,-,-,-,-,2024011616
Mailasandra STP 75 MLD,2024-01-16 15:45:00,7.53,24.80,17.82,28.51,47.24,10.31,18.93,14.23,2.38,-,-,-,2024011616
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024011616
KR Puram STP 20 MLD,2024-01-16 15:45:00,7.12,24.80,1.67,3.34,63.05,5.42,79.06,8.83,0.25,-,-,-,2024011616
1.5 MLD Lalbagh TTP,2024-01-16 16:00:00,7.12,29.90,0.43,2.22,18.05,1.43,1.13,1.93,1.00,-,-,-,2024011616
35MLD Agaram STP,2024-01-16 16:00:00,7.12,24.90,0.8,3.28,29.19,4.98,4.4,6.41,-,-,-,-,2024011616
Chikka_Bagur_5_MLD_STP,2024-01-16 16:00:00,7.84,24.10,5.55,11.1,43.10,6.7,7.4,13.40,-,-,-,-,2024011616
Yelahanka 10MLD TTP,2024-01-16 16:00:00,7.29,22.90,0.5,1.32,47.90,9.0,5.2,9.59,3.74,0.22,-,-,2024011616
40MLD OLD Rajacanal STP,2024-01-16 16:00:00,7.47,23.00,0.43,0.77,26.10,9.3,13.7,6.53,3.73,0.22,-,-,2024011616
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024011616
4_MLD_Madiwala_STP,2024-01-16 16:00:00,7.74,21.90,1.32,3.8,34.40,2.81,3.59,8.60,-,-,-,-,2024011616
150MLD STP_K&C valley,2024-01-16 02:30:00,7.39,-,3.57,2.36,-,6.0,10.12,-,-,0.41,-,-,2024011616
20Mld KR Puram STP New,2024-01-16 10:15:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,4.05,7.38,2024011616
10 MLD STP HULIMAVU,2024-01-13 08:45:00,7.68,-,2.68,3.55,24.68,1.48,4.14,1.20,-,-,0.61,0.70,2024011616
2MLD Ulsoor STP,2024-01-16 16:00:00,7.17,25.70,0.01,0.05,30.38,4.25,4.86,6.08,4.34,-,-,-,2024011617
CHIKKABANAVARA 5 MLD,2024-01-16 16:30:00,7.41,22.90,0.36,3.3,34.95,4.77,6.03,11.29,2.88,-,-,-,2024011617
KADUGODI 6 MLD STP,2024-01-16 16:45:00,7.89,25.50,0.4,4.34,38.64,6.9,20.21,6.59,2.36,-,-,-,2024011617
HORAMAVU 20 MLD,2024-01-16 16:45:00,7.75,28.10,0.8,3.3,36.94,7.7,9.55,4.05,3.20,-,-,-,2024011617
K AND C VALLEY 60 MLD,2024-01-16 16:58:00,6.77,26.00,0.52,4.6,42.55,10.19,5.84,12.45,4.32,-,-,-,2024011617
NAGASANDRA 20 MLD,2024-01-16 16:45:00,7.82,24.70,0.72,2.88,89.95,12.27,15.96,7.58,3.71,-,-,-,2024011617
RAJACANAL 40 MLD,2024-01-16 16:45:00,7.64,25.70,0.96,3.2,29.32,3.52,5.73,8.09,4.61,-,-,-,2024011617
YELLAMALAPACHETTY 15 MLD,2024-01-16 16:45:00,7.08,26.24,0.52,2.1,17.47,4.93,3.83,4.03,0.86,-,-,-,2024011617
BELLANDUR 90 MLD,2024-01-16 16:45:00,7.8,26.10,0.57,1.6,27.24,5.35,7.62,5.45,3.19,-,-,-,2024011617
DODDABELE 20 MLD,2024-01-16 16:45:00,6.9,25.60,0.91,3.1,42.61,5.44,12.73,11.07,4.14,-,-,-,2024011617
NAGASANDRA OLD 20 MLD,2024-01-16 16:45:00,7.08,23.30,1.95,2.93,57.82,11.09,17.64,6.49,3.34,-,-,-,2024011617
4MLD Cubbon Park TTP,2024-01-16 16:45:00,6.92,27.10,0.68,4.72,17.37,1.22,0.98,5.04,3.40,-,-,-,2024011617
KADABEESANAHALLI 50 MLD,2024-01-16 14:30:00,7.24,22.30,0.88,3.94,42.37,8.75,8.47,8.15,3.50,-,-,-,2024011617
STP Sarakki 5 MLD,2024-01-16 16:45:00,7.97,26.20,0.64,1.28,18.74,4.87,5.7,3.75,-,-,-,-,2024011617
Mailasandra STP 75 MLD,2024-01-16 16:45:00,7.52,24.50,17.68,28.29,47.13,10.21,18.94,14.03,2.38,-,-,-,2024011617
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024011617
KR Puram STP 20 MLD,2024-01-16 16:45:00,7.13,24.70,1.66,3.32,62.66,5.15,77.19,8.77,0.26,-,-,-,2024011617
1.5 MLD Lalbagh TTP,2024-01-16 17:00:00,7.11,28.40,0.48,2.28,18.23,1.47,1.13,1.25,1.78,-,-,-,2024011617
35MLD Agaram STP,2024-01-16 17:00:00,7.17,24.70,0.78,3.2,29.40,5.02,4.29,6.45,-,-,-,-,2024011617
Chikka_Bagur_5_MLD_STP,2024-01-16 17:00:00,7.78,24.30,5.26,10.5,42.70,6.6,7.2,13.20,-,-,-,-,2024011617
Yelahanka 10MLD TTP,2024-01-16 17:00:00,7.29,22.90,0.51,1.4,47.40,9.4,5.8,9.54,3.30,0.22,-,-,2024011617
40MLD OLD Rajacanal STP,2024-01-16 17:00:00,7.49,23.10,0.48,0.86,26.10,9.3,13.7,6.53,3.74,0.24,-,-,2024011617
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024011617
4_MLD_Madiwala_STP,2024-01-16 17:00:00,7.74,21.90,1.31,3.8,34.40,2.8,3.59,8.60,-,-,-,-,2024011617
150MLD STP_K&C valley,2024-01-16 02:30:00,7.39,-,3.57,2.36,-,6.0,10.12,-,-,0.41,-,-,2024011617
20Mld KR Puram STP New,2024-01-16 10:15:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,4.05,7.38,2024011617
10 MLD STP HULIMAVU,2024-01-13 08:45:00,7.68,-,2.68,3.55,24.68,1.48,4.14,1.20,-,-,0.61,0.70,2024011617
2MLD Ulsoor STP,2024-01-16 16:00:00,7.17,25.70,0.01,0.05,30.38,4.25,4.86,6.08,4.34,-,-,-,2024011618
